num_large_appliances,total_units_purchased,total_units_purchased_on_mfr_coup,total_units_purchased_on_store_coup,num_small_appliances,num_pets,num_members_in_household,household_income,male_head_avg_work_hours,female_head_avg_work_hours,household_id,rim_market,primary_head_avg_work_hours,total_head_avg_work_hours,weekday_shopper,weekday_purchase_percentage,residence_status,k3
14,128,7,1,16,0,4,7,40,5,1119735,1,5,45,1,0.7890625,1,2
13,104,0,2,16,1,4,6,40,32,1119859,1,32,72,1,0.56730769,1,2
8,257,3,5,11,2,5,7,40,0,1119875,1,0,40,1,0.80544747,1,2
12,190,3,0,8,3,5,5,42,0,1119891,1,0,42,1,0.88421053,1,2
9,74,5,23,12,0,2,6,48,0,1119925,1,0,48,1,0.87837838,1,2
6,149,1,0,14,1,1,4,0,0,1119958,1,0,0,1,0.80536913,1,2
12,118,3,1,19,1,4,7,40,40,1120014,1,40,80,0,0.3559322,1,0
12,54,3,7,15,1,4,9,40,40,1120063,1,40,80,1,0.62962963,1,2
6,116,2,1,18,0,2,4,0,0,1120105,1,0,0,1,0.72413793,2,2
12,110,0,0,15,0,2,8,40,40,1120147,1,40,80,0,0.38181818,1,0
9,240,0,0,13,0,5,5,40,0,1120154,1,0,40,0,0.24166667,1,0
12,230,2,0,14,1,7,8,40,0,1120170,1,0,40,0,0.4826087,1,0
4,66,0,1,10,0,2,1,0,40,1120204,1,40,40,1,0.83333333,2,2
12,336,4,3,14,1,6,6,40,24,1120220,1,24,64,1,0.89583333,1,2
9,149,6,7,17,2,6,11,45,37,1120238,1,37,82,1,0.61744966,1,2
10,13,0,0,9,0,1,4,0,0,1120246,1,0,0,1,0.69230769,1,2
10,163,0,0,15,0,4,3,0,40,1120329,1,40,40,1,0.50306748,1,2
14,131,0,0,15,0,3,12,40,25,1120337,1,25,65,1,0.85496183,1,2
10,45,3,0,11,0,2,5,50,0,1120345,1,0,50,1,0.82222222,1,2
14,79,0,0,17,3,5,9,70,0,1120394,1,0,70,1,0.59493671,1,2
10,106,7,0,19,1,5,6,40,36,1120410,1,36,76,1,0.8490566,1,2
9,125,1,3,13,2,4,9,50,36,1120436,1,36,86,1,0.848,1,2
7,167,0,3,12,0,3,6,0,25,1120477,1,25,25,1,0.91616766,1,2
16,202,0,0,7,0,2,4,0,0,1120519,1,0,0,1,0.80693069,1,2
11,458,7,0,19,2,2,10,0,40,1120584,1,40,40,0,0.42139738,1,0
10,285,0,2,12,1,4,10,0,35,1120592,1,35,35,0,0.15087719,1,0
2,67,0,0,12,0,1,7,0,0,1120600,1,0,0,1,0.8358209,2,2
8,84,9,1,13,0,1,2,0,40,1120618,1,40,40,0,0.48809524,1,0
4,28,1,4,11,1,2,10,40,40,1120626,1,40,80,1,0.78571429,2,2
11,123,7,0,10,1,3,4,35,10,1120691,1,10,45,1,0.5203252,1,2
12,104,0,6,12,1,2,10,0,45,1120717,1,45,45,0,0.33653846,1,0
14,193,0,2,14,0,6,5,60,0,1120733,1,0,60,1,0.8134715,1,2
6,171,2,0,14,0,5,8,50,60,1120758,1,60,110,1,0.68421053,1,2
14,113,0,6,15,0,4,6,45,30,1120766,1,30,75,1,0.82300885,1,2
8,136,3,5,12,0,2,5,40,40,1120832,1,40,80,1,0.70588235,1,2
4,100,4,2,11,1,1,2,0,25,1120840,1,25,25,1,0.74,2,2
4,136,0,2,9,0,1,13,0,0,1120915,1,0,0,1,0.98529412,1,2
15,53,2,2,18,0,5,5,70,0,1120931,1,0,70,0,0.45283019,1,0
6,10,0,0,10,0,1,5,70,0,1120956,1,0,70,1,0.9,1,2
10,150,0,4,12,0,3,8,40,40,1120980,1,40,80,1,0.62,1,2
12,28,6,4,16,0,3,6,40,40,1120998,1,40,80,1,1,1,2
10,179,5,0,16,0,3,11,40,40,1121004,1,40,80,1,0.89944134,1,2
6,128,2,8,8,0,3,4,40,40,1121046,1,40,80,1,0.6171875,1,2
10,130,9,12,9,0,3,3,0,0,1121053,1,0,0,0,0.26923077,1,0
12,26,0,1,15,0,1,3,0,40,1121061,1,40,40,1,0.57692308,2,2
13,86,0,1,15,0,4,12,40,14,1121079,1,14,54,1,0.68604651,1,2
14,392,12,0,18,1,3,3,0,40,1121103,1,40,40,0,0.26530612,1,0
9,125,2,13,16,0,4,6,40,40,1121111,1,40,80,0,0.4,1,0
12,170,18,0,17,0,5,5,0,42,1121194,1,42,42,1,0.52352941,1,2
12,59,5,5,16,0,6,5,40,8,1121236,1,8,48,0,0.3559322,1,0
10,170,6,0,13,1,4,3,45,0,1121251,1,0,45,1,0.58823529,1,2
12,107,6,0,12,0,2,5,0,0,1121269,1,0,0,1,0.70093458,1,2
2,14,0,2,10,0,1,4,0,0,1121293,1,0,0,1,0.64285714,2,2
14,253,2,0,9,1,2,6,50,40,1121319,1,40,90,1,0.56916996,1,2
12,129,3,1,16,0,2,12,45,40,1121327,1,40,85,1,0.62015504,1,2
9,200,5,16,13,1,5,6,40,42,1121376,1,42,82,1,0.66,1,2
14,161,2,8,17,5,3,5,50,0,1121434,1,0,50,1,0.73913043,1,2
8,44,8,0,14,1,1,3,0,40,1121467,1,40,40,1,0.61363636,1,2
12,145,8,12,18,1,5,6,50,30,1121541,1,30,80,1,0.77931034,1,2
13,89,6,10,14,0,2,5,0,0,1121566,1,0,0,1,0.8988764,1,2
5,64,5,0,13,0,1,4,0,40,1121665,1,40,40,1,0.765625,2,2
15,62,0,0,17,1,2,12,50,0,1121681,1,0,50,1,0.79032258,3,2
8,28,0,0,13,2,3,6,50,20,1121715,1,20,70,1,0.67857143,1,2
4,37,1,1,14,0,1,1,0,0,1121731,1,0,0,1,0.59459459,2,2
7,117,0,2,14,1,2,7,40,40,1121749,1,40,80,1,0.64102564,1,2
15,104,9,6,19,1,4,13,60,24,1121822,1,24,84,1,0.91346154,1,2
12,160,0,3,13,4,3,5,0,8,1121830,1,8,8,1,0.83125,1,2
9,118,0,0,15,0,3,3,30,0,1121897,1,0,30,1,0.72033898,1,2
8,177,0,1,14,2,2,11,40,40,1121913,1,40,80,1,0.82485876,1,2
12,73,0,0,14,0,3,3,0,40,1121988,1,40,40,1,0.68493151,1,2
15,65,1,11,17,1,3,10,40,40,1122010,1,40,80,0,0.43076923,1,0
10,92,1,9,14,1,2,7,40,40,1122036,1,40,80,0,0.42391304,1,0
12,50,0,0,10,1,2,8,0,0,1122069,1,0,0,1,0.54,1,2
12,161,1,1,17,1,2,10,50,45,1122093,1,45,95,0,0.27950311,1,0
10,435,1,7,15,4,4,4,55,40,1122176,1,40,95,1,0.61609195,1,2
8,176,8,15,14,0,1,5,0,0,1122242,1,0,0,0,0.28409091,1,0
14,103,7,14,18,1,5,14,50,0,1122259,1,0,50,0,0.32038835,1,0
10,77,1,0,8,0,2,12,8,0,1122267,1,0,8,0,0.16883117,1,0
6,263,0,0,14,2,5,5,40,40,1122317,1,40,80,1,0.51711027,1,2
14,62,11,2,16,0,7,5,40,0,1122366,1,0,40,1,0.77419355,1,2
14,103,1,9,13,2,3,8,50,16,1122515,1,16,66,0,0.31067961,1,0
2,59,2,0,4,0,1,2,0,0,1122556,1,0,0,1,0.93220339,2,2
8,54,0,3,10,1,3,6,40,38,1122580,1,38,78,0,0.48148148,3,0
14,104,0,2,18,1,5,12,40,40,1122622,1,40,80,0,0.34615385,1,0
2,81,0,13,12,0,1,3,0,40,1122630,1,40,40,1,0.7654321,2,2
16,124,5,0,15,1,5,7,55,40,1122648,1,40,95,1,0.52419355,1,2
10,85,5,12,13,0,2,7,48,25,1122655,1,25,73,1,0.84705882,1,2
7,93,0,0,13,2,2,7,50,40,1122663,1,40,90,1,0.86021505,2,2
9,88,0,0,15,0,2,5,0,45,1122671,1,45,45,1,0.56818182,1,2
13,160,6,0,11,1,5,4,45,0,1122770,1,0,45,1,0.64375,2,2
9,90,2,6,14,0,4,11,50,40,1122804,1,40,90,0,0.28888889,1,0
11,326,8,22,17,0,2,7,40,20,1122812,1,20,60,1,0.74539877,1,2
12,57,0,1,13,1,2,10,50,0,1122853,1,0,50,0,0.45614035,2,0
11,41,0,6,12,0,1,8,0,0,1122861,1,0,0,1,0.75609756,1,2
4,60,5,5,12,0,2,5,0,0,1122911,1,0,0,1,0.83333333,1,2
10,157,0,0,10,0,3,8,40,40,1122945,1,40,80,0,0.21019108,1,0
9,182,0,0,13,0,3,6,40,40,1122960,1,40,80,1,0.67582418,1,2
12,20,1,1,15,1,2,2,0,0,1123000,1,0,0,1,0.85,1,2
14,78,0,0,19,2,2,14,45,0,1123026,1,0,45,1,0.85897436,1,2
11,187,0,3,10,0,6,8,50,40,1123034,1,40,90,1,0.5828877,2,2
10,78,0,17,13,0,2,5,25,30,1123042,1,30,55,1,0.52564103,1,2
12,203,5,5,13,1,5,5,40,50,1123059,1,50,90,0,0.41871921,1,0
12,105,5,22,17,1,2,11,40,40,1123067,1,40,80,1,0.67619048,1,2
13,166,1,1,14,0,2,6,45,26,1123075,1,26,71,1,0.56626506,1,2
14,85,4,0,10,0,2,2,22,0,1123083,1,0,22,1,0.57647059,1,2
8,78,4,4,12,0,2,6,0,0,1123117,1,0,0,0,0.48717949,1,0
14,37,1,5,19,1,2,11,40,40,1123166,1,40,80,1,0.94594595,1,2
4,127,3,5,10,0,2,4,0,40,1123174,1,40,40,1,0.5511811,1,2
12,106,4,11,13,0,2,5,40,0,1123182,1,0,40,1,0.50943396,1,2
14,348,2,0,17,0,4,7,45,15,1123190,1,15,60,1,0.57183908,1,2
4,52,8,3,11,0,2,3,0,40,1123216,1,40,40,1,0.67307692,2,2
14,205,7,3,15,1,4,6,44,40,1123224,1,40,84,0,0.09756098,1,0
12,318,5,11,14,1,4,9,50,37,1123240,1,37,87,0,0.40566038,1,0
12,123,7,1,13,0,5,3,40,25,1123281,1,25,65,1,0.77235772,1,2
12,187,2,0,14,1,5,6,60,50,1123299,1,50,110,1,0.52941176,1,2
11,404,0,5,15,0,5,8,58,35,1123307,1,35,93,1,0.74257426,1,2
12,141,0,13,16,2,5,11,0,36,1123315,1,36,36,1,0.68085106,1,2
12,86,0,4,13,1,3,8,42,40,1123323,1,40,82,1,0.59302326,1,2
12,157,3,3,17,0,2,10,50,0,1123331,1,0,50,1,0.89171975,1,2
12,294,13,5,14,1,3,7,40,40,1123364,1,40,80,1,0.7244898,1,2
10,196,0,0,18,0,4,9,40,43,1123372,1,43,83,1,0.57653061,1,2
13,263,4,5,12,0,5,5,40,0,1123430,1,0,40,1,0.96197719,1,2
10,80,6,0,10,0,2,8,46,40,1123497,1,40,86,0,0.4875,1,0
6,158,0,0,14,1,2,6,40,40,1123505,1,40,80,0,0.33544304,2,0
12,133,4,4,17,1,4,9,40,40,1123539,1,40,80,1,0.60902256,1,2
14,205,6,0,14,0,3,4,60,50,1123547,1,50,110,1,0.71219512,1,2
11,191,10,11,19,0,3,7,40,0,1123562,1,0,40,1,0.62303665,1,2
14,118,3,3,12,1,3,6,45,40,1123596,1,40,85,0,0.38983051,1,0
12,184,2,7,13,1,2,9,50,20,1123620,1,20,70,1,0.52173913,1,2
3,122,4,0,6,0,2,3,0,40,1123638,1,40,40,1,0.81967213,2,2
12,104,0,8,13,0,2,7,25,40,1123679,1,40,65,1,0.83653846,1,2
8,372,7,0,14,1,6,5,45,35,1123778,1,35,80,1,0.63978495,1,2
12,74,4,2,17,0,4,7,50,40,1123802,1,40,90,0,0.47297297,1,0
7,31,3,1,11,3,1,3,0,24,1123828,1,24,24,1,0.64516129,1,2
10,150,0,0,10,0,2,3,0,0,1123844,1,0,0,1,0.78,1,2
11,86,6,2,17,0,3,12,60,45,1123885,1,45,105,0,0.11627907,1,0
12,80,3,3,12,0,2,6,40,0,1123893,1,0,40,1,0.5625,1,2
11,190,0,0,16,1,2,8,40,40,1123901,1,40,80,1,0.70526316,1,2
10,119,0,4,13,3,4,6,43,0,1123935,1,0,43,1,0.87394958,1,2
14,168,2,0,15,4,4,10,0,40,1123943,1,40,40,1,0.54166667,1,2
12,210,3,0,18,3,4,3,40,25,1123992,1,25,65,1,0.70952381,1,2
8,128,8,11,8,1,2,5,15,5,1124008,1,5,20,1,0.9453125,1,2
8,172,9,16,14,0,2,3,0,0,1124032,1,0,0,1,0.84302326,1,2
8,132,3,3,10,0,2,3,0,29,1124040,1,29,29,1,0.64393939,2,2
9,131,0,9,14,1,4,10,60,37,1124073,1,37,97,1,0.61832061,1,2
14,73,3,0,10,0,1,2,0,0,1124172,1,0,0,1,0.69863014,1,2
4,239,0,0,15,0,5,6,40,15,1124206,1,15,55,1,0.78242678,2,2
2,27,0,0,11,0,1,2,0,0,1124248,1,0,0,1,0.74074074,2,2
10,115,1,4,8,0,2,7,0,0,1124255,1,0,0,1,0.73913043,1,2
6,63,0,2,9,0,1,3,0,0,1124271,1,0,0,1,0.76190476,2,2
7,104,3,2,16,1,2,5,40,53,1124305,1,53,93,1,0.85576923,1,2
10,86,3,26,11,0,2,2,0,0,1124313,1,0,0,1,0.89534884,1,2
8,138,2,5,16,0,2,7,50,0,1124339,1,0,50,0,0.17391304,1,0
11,15,0,0,12,0,1,3,0,0,1124362,1,0,0,0,0.26666667,3,0
11,66,7,0,18,0,1,4,0,0,1124388,1,0,0,0,0.5,1,0
8,17,0,0,8,0,1,4,0,42,1124446,1,42,42,0,0.35294118,2,0
14,50,3,1,15,0,3,6,40,37,1124461,1,37,77,1,0.54,1,2
11,216,3,3,14,1,4,8,40,40,1124495,1,40,80,1,0.84722222,1,2
12,103,0,1,13,1,4,5,12,40,1124511,1,40,52,0,0.40776699,1,0
16,162,0,0,17,1,4,11,40,15,1124552,1,15,55,1,0.85802469,1,2
12,88,4,1,13,0,1,2,0,0,1124578,1,0,0,1,0.71590909,1,2
12,128,0,1,12,1,2,5,0,40,1124594,1,40,40,1,0.5625,2,2
10,52,0,7,19,0,3,13,45,0,1124602,1,0,45,1,1,1,2
12,267,0,3,16,1,3,6,50,0,1124610,1,0,50,1,0.71161049,1,2
10,41,4,0,16,0,2,4,0,0,1124651,1,0,0,1,0.85365854,1,2
2,2,0,0,10,0,1,4,0,40,1124677,1,40,40,1,1,2,2
14,47,5,0,15,0,2,7,30,40,1124701,1,40,70,1,0.78723404,1,2
10,114,10,21,13,0,4,4,0,25,1124792,1,25,25,1,0.70175439,1,2
10,114,2,3,16,1,4,7,50,40,1124875,1,40,90,1,0.81578947,1,2
9,99,1,2,13,0,1,4,0,0,1124883,1,0,0,1,0.72727273,1,2
13,81,2,2,17,0,3,11,40,24,1124925,1,24,64,1,0.85185185,1,2
13,137,2,4,21,0,3,7,50,40,1124966,1,40,90,0,0.41605839,1,0
14,455,6,6,19,2,4,9,48,44,1124982,1,44,92,1,0.95604396,1,2
9,37,0,0,17,1,2,11,40,40,1125088,1,40,80,0,0.43243243,1,0
8,312,8,14,8,0,5,4,50,60,1125120,1,60,110,0,0.34615385,1,0
10,114,1,0,13,3,2,3,0,40,1125153,1,40,40,1,0.94736842,1,2
9,123,6,0,11,0,4,4,50,0,1125229,1,0,50,1,0.64227642,2,2
13,213,0,4,12,1,4,9,50,40,1125245,1,40,90,1,0.50234742,1,2
14,176,0,3,21,0,4,11,40,40,1125286,1,40,80,0,0.5,1,0
13,131,4,1,17,1,2,6,40,40,1125302,1,40,80,1,0.50381679,1,2
6,192,4,2,9,0,1,1,0,40,1125377,1,40,40,1,0.74479167,1,2
8,56,6,4,13,0,1,6,0,0,1125393,1,0,0,1,0.82142857,1,2
12,397,3,10,16,0,2,6,0,0,1125435,1,0,0,1,0.80856423,1,2
9,67,9,0,15,1,4,6,40,40,1125468,1,40,80,1,0.8358209,2,2
10,186,7,0,15,0,4,11,60,40,1125484,1,40,100,1,0.77419355,1,2
9,110,3,3,11,1,4,4,40,0,1125526,1,0,40,1,0.79090909,1,2
12,68,2,7,14,0,2,10,20,22,1125567,1,22,42,1,0.92647059,1,2
2,29,0,1,11,0,1,2,0,40,1125575,1,40,40,1,0.96551724,2,2
12,68,0,17,15,1,3,9,53,36,1125583,1,36,89,0,0.35294118,1,0
12,177,5,5,19,1,4,6,40,28,1125591,1,28,68,1,0.80225989,1,2
12,94,0,1,16,0,2,5,20,15,1125633,1,15,35,1,0.70212766,1,2
12,92,0,0,16,0,4,9,40,0,1125641,1,0,40,0,0.40217391,1,0
14,141,19,20,17,0,6,6,55,0,1125732,1,0,55,1,0.83687943,1,2
12,344,6,0,10,1,4,5,40,40,1125757,1,40,80,1,0.92151163,1,2
7,491,10,42,9,0,4,4,40,0,1125807,1,0,40,0,0.25458248,1,0
8,58,0,2,17,0,3,7,40,40,1125815,1,40,80,1,0.65517241,1,2
8,97,5,0,9,0,1,2,0,0,1125831,1,0,0,1,0.91752577,1,2
12,213,2,1,17,0,4,6,40,36,1125849,1,36,76,1,0.55399061,1,2
6,155,11,2,12,1,2,6,45,25,1125906,1,25,70,1,0.66451613,1,2
12,159,5,7,16,1,4,5,60,20,1125922,1,20,80,1,0.51572327,1,2
9,781,0,17,15,2,3,6,40,40,1125930,1,40,80,1,0.91933419,1,2
11,44,2,0,11,0,1,4,0,0,1126060,1,0,0,1,0.68181818,1,2
15,170,3,13,14,1,6,8,40,16,1126086,1,16,56,1,0.9,1,2
8,349,2,24,17,0,5,5,40,0,1126144,1,0,40,0,0.18338109,1,0
6,74,0,4,11,0,2,4,0,0,1126185,1,0,0,1,0.54054054,1,2
14,68,1,0,16,0,5,8,60,15,1126193,1,15,75,1,0.80882353,1,2
12,213,5,0,16,0,5,7,42,42,1126243,1,42,84,1,0.71361502,1,2
10,75,0,2,12,0,2,10,40,47,1126268,1,47,87,0,0.49333333,1,0
2,104,0,9,8,0,1,1,0,0,1126318,1,0,0,1,0.99038462,2,2
12,189,6,1,14,1,4,5,40,40,1126367,1,40,80,1,0.93650794,1,2
12,161,2,7,10,0,1,6,0,42,1126375,1,42,42,1,0.94409938,1,2
12,73,0,0,18,0,2,3,0,0,1126441,1,0,0,1,0.57534247,1,2
6,59,0,1,13,1,2,5,0,42,1126466,1,42,42,1,0.72881356,1,2
11,63,11,6,18,0,3,5,10,0,1126482,1,0,10,1,0.95238095,1,2
9,73,2,0,10,0,2,6,0,0,1126490,1,0,0,1,0.68493151,1,2
10,143,5,7,15,2,4,6,45,0,1126607,1,0,45,1,0.93006993,1,2
12,77,0,0,17,0,4,14,50,30,1126656,1,30,80,1,0.50649351,1,2
12,44,1,11,15,0,2,4,0,0,1126664,1,0,0,1,0.75,1,2
12,200,2,2,15,3,3,5,0,55,1126698,1,55,55,1,0.565,1,2
9,38,0,0,9,2,1,1,0,0,1126706,1,0,0,1,0.78947368,3,2
8,152,0,0,18,1,2,5,40,0,1126805,1,0,40,1,0.92763158,1,2
10,47,0,0,11,2,2,3,0,0,1126813,1,0,0,1,0.89361702,1,2
2,82,0,0,12,0,1,3,0,40,1126821,1,40,40,1,0.92682927,2,2
10,32,0,0,13,1,4,10,80,45,1126847,1,45,125,0,0.375,2,0
10,20,0,10,14,0,2,4,45,49,1126854,1,49,94,1,0.65,1,2
10,194,2,0,12,0,4,7,40,58,1126946,1,58,98,0,0.42268041,1,0
10,31,0,0,15,0,1,3,0,40,1126961,1,40,40,0,0.41935484,1,0
12,111,9,6,19,1,4,11,40,0,1126987,1,0,40,1,0.84684685,1,2
9,159,7,2,15,0,2,3,0,0,1127001,1,0,0,1,0.83647799,1,2
10,31,0,2,15,0,1,4,0,0,1127084,1,0,0,1,0.83870968,1,2
14,30,2,3,19,0,2,11,52,40,1127134,1,40,92,0,0.43333333,1,0
16,50,0,1,18,0,4,9,40,40,1127167,1,40,80,1,0.88,1,2
5,37,0,4,16,0,2,4,0,20,1127183,1,20,20,0,0.18918919,1,0
7,81,0,0,12,1,2,7,0,58,1127191,1,58,58,0,0.43209877,1,0
9,126,4,13,19,0,2,9,40,40,1127290,1,40,80,1,0.8015873,1,2
13,139,0,0,15,2,3,9,45,25,1127357,1,25,70,1,0.89208633,1,2
14,217,0,0,17,1,4,10,65,40,1127464,1,40,105,1,0.78341014,1,2
8,39,0,0,17,1,2,4,0,40,1127498,1,40,40,0,0.43589744,1,0
14,184,0,5,17,0,2,7,45,40,1127530,1,40,85,1,0.74456522,1,2
8,122,6,16,10,1,3,3,40,25,1127563,1,25,65,1,0.62295082,1,2
11,121,8,0,18,0,4,9,50,30,1127571,1,30,80,1,0.58677686,1,2
6,149,0,0,13,0,2,9,55,50,1127621,1,50,105,0,0.23489933,1,0
2,79,16,7,15,1,2,1,0,25,1127639,1,25,25,0,0.49367089,2,0
13,504,11,16,13,1,6,6,45,0,1127647,1,0,45,1,0.76587302,1,2
18,79,2,0,18,0,2,1,53,0,1127670,1,0,53,1,0.70886076,1,2
10,46,1,3,16,0,3,7,60,38,1127738,1,38,98,1,0.56521739,1,2
11,6,0,0,16,0,4,5,32,0,1127746,1,0,32,1,0.83333333,1,2
12,245,10,3,17,0,4,9,60,40,1127761,1,40,100,1,0.64081633,1,2
11,402,5,25,10,0,5,6,45,0,1127860,1,0,45,1,0.83333333,1,2
11,134,0,9,14,0,2,3,45,2,1127902,1,2,47,1,0.91791045,1,2
13,76,0,6,17,0,2,7,48,40,1127910,1,40,88,0,0.06578947,1,0
9,23,0,0,15,1,1,6,0,40,1127985,1,40,40,0,0.2173913,1,0
8,129,1,13,15,0,4,6,40,40,1128017,1,40,80,1,1,1,2
10,281,0,2,20,0,2,14,55,0,1128041,1,0,55,1,0.77935943,1,2
16,99,0,0,19,1,4,11,40,45,1128066,1,45,85,0,0.49494949,1,0
6,278,0,0,12,2,5,9,38,40,1128082,1,40,78,0,0.39928058,1,0
13,310,3,0,10,0,2,5,0,0,1128132,1,0,0,1,0.99677419,1,2
9,43,0,0,11,1,1,5,0,36,1128140,1,36,36,1,0.93023256,1,2
10,131,0,1,16,0,3,6,0,40,1128173,1,40,40,1,0.73282443,1,2
12,47,0,1,16,1,3,11,42,50,1128181,1,50,92,1,0.68085106,1,2
9,64,4,15,14,0,1,2,0,0,1128199,1,0,0,1,0.875,1,2
12,198,20,41,10,1,2,5,15,0,1128223,1,0,15,1,0.71717172,1,2
12,174,5,5,15,1,5,2,48,22,1128231,1,22,70,1,0.81609195,1,2
10,202,0,2,17,1,2,6,0,0,1128256,1,0,0,0,0.44059406,1,0
9,75,0,12,10,0,1,2,0,0,1128272,1,0,0,1,0.86666667,1,2
9,52,0,0,11,1,1,7,0,20,1128348,1,20,20,1,0.84615385,2,2
6,129,7,6,7,2,3,5,40,30,1128371,1,30,70,1,0.74418605,1,2
10,71,16,1,16,2,4,7,40,25,1128405,1,25,65,1,0.6056338,1,2
5,115,0,1,11,0,1,4,0,50,1128413,1,50,50,0,0.46086957,2,0
11,184,2,21,14,0,4,8,40,40,1128421,1,40,80,0,0.22282609,1,0
15,120,3,2,15,1,4,10,40,40,1128462,1,40,80,1,0.75833333,1,2
16,156,0,2,19,0,5,7,43,30,1128488,1,30,73,1,0.73717949,1,2
12,180,4,4,15,1,4,7,40,36,1128504,1,36,76,1,0.71666667,1,2
3,17,0,0,14,0,1,4,0,40,1128512,1,40,40,1,0.76470588,2,2
9,135,0,2,19,2,2,6,60,40,1128520,1,40,100,1,0.7037037,1,2
6,64,1,0,9,0,1,5,0,40,1128579,1,40,40,1,0.921875,1,2
10,147,0,5,11,2,2,5,55,40,1128629,1,40,95,1,0.59863946,1,2
10,87,4,1,16,2,4,10,40,40,1128637,1,40,80,1,0.62068966,1,2
14,320,16,0,18,1,5,10,40,14,1128652,1,14,54,1,0.753125,1,2
3,11,2,0,5,0,1,2,0,20,1128660,1,20,20,1,0.63636364,1,2
12,56,0,0,21,0,2,5,0,70,1128678,1,70,70,1,0.82142857,1,2
6,71,0,0,15,0,1,4,0,40,1128694,1,40,40,1,0.78873239,1,2
13,211,13,25,17,1,4,5,40,10,1128702,1,10,50,1,0.88625592,1,2
6,53,0,0,12,0,1,1,0,0,1128777,1,0,0,1,0.66037736,1,2
10,52,2,1,14,1,3,9,50,0,1128785,1,0,50,1,0.88461538,1,2
11,366,6,1,15,1,4,5,46,60,1128801,1,60,106,1,0.68579235,2,2
12,126,1,0,17,0,4,11,40,40,1128827,1,40,80,1,0.73015873,1,2
8,30,0,0,17,1,3,9,40,40,1128850,1,40,80,0,0.5,1,0
14,27,0,1,13,0,5,7,50,50,1128868,1,50,100,1,0.55555556,1,2
12,91,4,0,9,1,4,7,40,20,1128892,1,20,60,0,0.26373626,1,0
7,56,2,1,9,1,1,3,0,40,1128918,1,40,40,1,0.58928571,1,2
14,77,0,0,14,1,4,5,40,40,1128967,1,40,80,0,0.27272727,1,0
12,85,4,1,14,0,2,8,40,0,1129007,1,0,40,0,0.44705882,1,0
12,63,0,1,15,0,1,4,0,40,1129023,1,40,40,0,0.3968254,2,0
15,193,3,0,17,2,7,7,40,40,1129049,1,40,80,1,0.84974093,1,2
12,207,16,30,15,0,4,5,50,0,1129064,1,0,50,1,0.82608696,1,2
14,45,0,0,12,0,2,11,60,60,1129106,1,60,120,0,0.26666667,1,0
8,56,11,2,17,0,2,9,55,35,1129148,1,35,90,1,0.85714286,1,2
12,83,0,0,17,1,4,8,60,40,1129205,1,40,100,0,0.25301205,1,0
8,85,0,0,11,0,1,6,40,0,1129213,1,0,40,1,0.95294118,2,2
9,119,2,13,6,0,4,6,0,26,1129239,1,26,26,1,0.75630252,1,2
8,56,0,0,13,1,2,8,45,40,1129254,1,40,85,1,0.67857143,1,2
10,275,0,11,13,0,6,7,40,48,1129296,1,48,88,0,0.33090909,1,0
12,165,2,0,14,1,5,8,50,50,1129304,1,50,100,1,0.72727273,1,2
9,100,7,1,9,1,2,4,0,0,1129346,1,0,0,1,0.99,1,2
6,64,6,4,15,0,2,5,40,40,1129361,1,40,80,0,0.5,1,0
14,108,0,5,13,2,2,7,50,48,1129403,1,48,98,1,0.86111111,2,2
12,137,4,3,16,1,3,9,40,40,1129536,1,40,80,1,0.67883212,1,2
7,65,0,3,14,0,5,9,40,37,1129551,1,37,77,1,0.96923077,1,2
12,483,15,18,13,1,5,5,45,0,1129569,1,0,45,1,0.81987578,1,2
9,199,4,4,7,2,4,4,0,0,1129577,1,0,0,1,0.65326633,2,2
12,269,1,13,17,0,3,9,40,40,1129585,1,40,80,0,0.34944238,1,0
13,235,5,5,17,1,4,10,45,45,1129593,1,45,90,1,0.54893617,1,2
14,86,0,11,17,0,3,6,40,10,1129601,1,10,50,1,0.79069767,1,2
14,82,2,0,18,1,4,14,60,45,1129619,1,45,105,0,0.48780488,1,0
8,130,14,30,17,1,4,5,45,36,1129643,1,36,81,1,0.75384615,1,2
9,155,9,39,16,1,3,5,40,0,1129668,1,0,40,1,0.88387097,1,2
14,153,5,7,13,2,3,9,50,30,1129684,1,30,80,1,0.66013072,1,2
12,200,6,0,16,0,2,3,0,40,1129718,1,40,40,1,0.595,1,2
12,47,0,2,13,0,2,6,40,40,1129726,1,40,80,0,0.27659574,1,0
10,67,3,1,13,0,3,7,32,40,1129734,1,40,72,0,0.3880597,1,0
8,24,0,0,12,0,1,4,55,0,1129841,1,0,55,1,0.66666667,2,2
10,79,0,4,14,0,4,6,40,10,1129866,1,10,50,1,0.78481013,1,2
10,36,2,0,10,1,4,6,40,40,1129874,1,40,80,1,0.69444444,1,2
9,130,9,3,13,1,2,7,60,0,1129882,1,0,60,1,0.86923077,1,2
2,139,3,2,12,0,2,3,0,45,1129890,1,45,45,1,0.82014388,2,2
13,238,0,0,15,1,3,8,50,45,1129908,1,45,95,1,0.53781513,1,2
6,238,1,1,18,0,4,7,48,64,1129916,1,64,112,1,0.53361345,1,2
14,174,0,0,12,0,4,9,40,40,1129965,1,40,80,1,0.87931034,1,2
2,9,0,2,16,0,1,4,0,40,1129973,1,40,40,1,0.66666667,2,2
14,248,0,1,15,0,5,9,60,60,1130211,1,60,120,1,0.60483871,1,2
